# d22" m40" w11mph m_release=2205ft (Data loaded from a file)
# 712 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.119,481.36,115.794,117.022,-18.711,18.783,60.33,0.01,60.33,0.01,16.909,1.64,0.65,-1.706,0.026,1.611e-5,3.552,0.057,79.125,0.017,2589,261,0.287,0.003,9.797,85.1,63.5,2.741,0,23.451,0.615,0.333,0.211,0.072,0.615,0.006,0.015,-1.973e-5,0,0,0,0,1.471e-4,5.254,9.382,913.9,336.984,0.35,8.701e6,7.9,50,0.05,0.067,0.014
4.169,487.127,114.865,116.089,-18.483,18.591,61.173,0.011,61.173,0.01,16.816,2.005,0.65,-1.706,0.115,-2.68e-6,-2.922,0.019,79.355,0.016,2589,261,0.287,0.003,9.797,85,63.5,2.733,0,23.046,0.615,0.333,0.211,0.071,0.615,0.024,0.066,-3.516e-4,0,0,0,0,-9.823e-5,5.087,9.344,913.3,336.961,0.347,8.626e6,7.9,50,0.05,0.067,0.014
4.219,492.847,113.946,115.165,-18.298,18.426,62.011,0.011,62.011,0.01,16.71,2.17,0.65,-1.706,0.172,9.202e-7,-0.458,0.02,79.412,0.012,2589,261,0.287,0.003,9.797,84.9,63.5,2.726,0,22.653,0.614,0.333,0.21,0.071,0.614,0.039,0.107,-2.86e-5,0,0,0,0,-2.433e-6,4.985,9.307,912.6,336.939,0.344,8.553e6,7.9,50,0.05,0.067,0.013
4.269,498.522,113.035,114.247,-18.172,18.286,62.844,0.011,62.844,0.01,16.602,2.043,0.65,-1.706,0.172,1.227e-5,2.693,0.018,79.355,0.01,2589,261,0.287,0.003,9.797,85,63.5,2.729,0,22.273,0.614,0.333,0.21,0.071,0.614,0.032,0.087,-4.02e-4,0,0,0,0,8.586e-5,4.984,9.27,912,336.917,0.342,8.481e6,7.9,50,0.05,0.068,0.013
4.319,504.151,112.128,113.337,-18.107,18.177,63.672,0.012,63.672,0.01,16.509,1.602,0.65,-1.706,9.465e-4,1.118e-6,-2.578,3.151,79.183,0.011,2589,261,0.287,0.003,9.797,85.1,63.5,2.741,0,21.896,0.614,0.333,0.21,0.071,0.614,1.979e-4,2.022e-4,-4.373e-4,0,0,0,0,-8.071e-5,4.952,9.234,911.4,336.894,0.339,8.41e6,7.9,50,0.05,0.068,0.013
4.369,509.734,111.224,112.432,-18.054,18.089,64.496,0.012,64.496,0.011,16.443,1.121,0.65,-1.706,0.172,-1.313e-5,-2.636,0.02,78.954,0.014,2589,261,0.287,0.003,9.797,84.9,63.5,2.726,0,21.525,0.613,0.333,0.21,0.071,0.614,0.036,0.099,-4.418e-4,0,0,0,0,-8.678e-5,4.853,9.197,910.7,336.872,0.336,8.338e6,7.9,50,0.05,0.068,0.013
4.419,515.273,110.323,111.534,-17.965,17.984,65.317,0.012,65.317,0.011,16.396,0.824,0.65,-1.706,0.286,-5.35e-6,0.802,0.004,78.954,0.017,2589,261,0.287,0.003,9.797,84.9,63.5,2.717,0,21.151,0.613,0.333,0.209,0.071,0.613,0.058,0.157,3.362e-4,0,0,0,0,8.027e-6,4.617,9.161,910.1,336.851,0.333,8.266e6,7.9,50,0.05,0.069,0.013
4.463,520.184,109.523,110.738,-17.822,17.843,66.048,0.012,66.048,0.011,16.362,0.86,0.65,-1.706,0.229,-1.426e-5,4.813,-0.006,79.068,0.017,2589,261,0.287,0.003,9.797,84.9,63.5,2.718,0,20.811,0.613,0.333,0.209,0.071,0.613,0.053,0.143,3.821e-4,0,0,0,0,2.987e-4,4.29,9.129,909.6,336.831,0.331,8.2e6,7.9,50,0.045,0.069,0.013
4.513,525.638,108.637,109.855,-17.569,17.626,66.865,0.013,66.865,0.011,16.307,1.414,0.65,-1.706,0.02,4.617e-5,7.047,-0.172,79.412,0.015,2589,261,0.287,0.003,9.797,85,63.5,2.737,0,20.44,0.613,0.333,0.209,0.071,0.613,0.004,0.011,2.567e-4,0,0,0,0,6.473e-4,4.018,9.094,909,336.81,0.328,8.127e6,7.9,50,0.05,0.069,0.013
4.563,531.048,107.766,108.979,-17.309,17.436,67.678,0.013,67.678,0.011,16.216,2.102,0.65,-1.706,0.286,1.094e-6,-4.927,-0.011,79.698,0.012,2589,261,0.287,0.003,9.796,84.9,63.5,2.716,0,20.095,0.612,0.333,0.209,0.07,0.612,0.056,0.153,2.509e-4,0,0,0,0,-3.238e-4,3.904,9.059,908.3,336.788,0.326,8.058e6,7.9,50,0.05,0.07,0.013
4.61,536.062,106.962,108.168,-17.142,17.302,68.433,0.013,68.433,0.011,16.108,2.35,0.65,-1.706,0.401,-1.842e-5,-0.344,0.003,79.813,0.011,2589,261,0.287,0.003,9.796,84.8,63.5,2.706,0,19.78,0.612,0.333,0.209,0.07,0.612,0.08,0.217,2.472e-4,0,0,0,0,-1.695e-6,3.823,9.026,907.8,336.769,0.323,7.994e6,7.9,50,0.047,0.07,0.013
4.645,539.775,106.367,107.568,-17.072,17.217,68.992,0.013,68.992,0.011,16.027,2.226,0.65,-1.706,0.344,-1.533e-5,3.552,-0.003,79.756,0.012,2589,261,0.287,0.003,9.796,84.8,63.5,2.709,0,19.547,0.612,0.333,0.208,0.07,0.612,0.072,0.195,-6.826e-5,0,0,0,0,1.698e-4,3.81,9.002,907.4,336.754,0.321,7.948e6,7.9,50,0.035,0.07,0.013
4.685,544.077,105.676,106.871,-17.028,17.132,69.641,0.014,69.641,0.011,15.942,1.887,0.65,-1.706,0.229,-3.588e-5,6.704,-0.013,79.584,0.015,2589,261,0.287,0.003,9.796,84.9,63.5,2.72,0,19.285,0.612,0.333,0.208,0.07,0.612,0.044,0.118,-2.465e-4,0,0,0,0,6.2e-4,3.926,8.974,906.9,336.737,0.319,7.895e6,7.9,50,0.041,0.071,0.012
4.735,549.339,104.824,106.018,-17.028,17.072,70.436,0.014,70.436,0.011,15.865,1.216,0.65,-1.706,0.057,3.997e-5,-7.62,-0.057,79.183,0.019,2589,261,0.287,0.003,9.796,85,63.5,2.731,0,18.968,0.611,0.333,0.208,0.07,0.611,0.015,0.04,2.729e-4,0,0,0,0,-8.154e-4,4.025,8.94,906.3,336.716,0.317,7.831e6,7.9,50,0.05,0.071,0.012
4.785,554.559,103.971,105.169,-17.081,17.084,71.228,0.014,71.228,0.011,15.828,0.306,0.65,-1.706,0.458,-4.169e-5,-4.24,3.329e-5,78.839,0.02,2589,261,0.287,0.003,9.796,84.7,63.5,2.699,0,18.645,0.611,0.333,0.208,0.07,0.612,0.095,0.256,-2.038e-4,0,0,0,0,-2.551e-4,3.765,8.906,905.7,336.696,0.314,7.762e6,7.9,50,0.05,0.072,0.012
4.816,557.755,103.445,104.648,-17.024,17.025,71.716,0.014,71.716,0.012,15.825,0.22,0.65,-1.706,0.458,-1.76e-5,0.401,0.001,78.782,0.02,2589,261,0.287,0.003,9.796,84.7,63.5,2.695,0,18.453,0.611,0.333,0.208,0.07,0.611,0.103,0.277,4.385e-4,0,0,0,0,2.408e-6,3.744,8.885,905.4,336.683,0.313,7.722e6,7.9,50,0.031,0.072,0.012
4.846,560.855,102.936,104.143,-16.86,16.874,72.191,0.015,72.191,0.012,15.812,0.682,0.65,-1.706,0.286,-1.84e-5,3.438,-0.007,78.839,0.019,2589,261,0.287,0.003,9.796,84.8,63.5,2.711,0,18.271,0.611,0.333,0.208,0.07,0.611,0.061,0.166,1.162e-5,0,0,0,0,1.745e-4,3.923,8.865,905,336.671,0.311,7.685e6,7.9,50,0.03,0.072,0.012
4.891,565.477,102.183,103.391,-16.567,16.651,72.903,0.015,72.903,0.012,15.758,1.669,0.65,-1.706,0.115,-2.989e-5,-4.125,0.013,79.068,0.017,2589,261,0.287,0.003,9.796,84.9,63.5,2.723,0,18.017,0.611,0.333,0.208,0.07,0.611,0.03,0.082,3.802e-4,0,0,0,0,-2.485e-4,4.298,8.835,904.5,336.653,0.309,7.633e6,7.9,50,0.045,0.073,0.012
4.941,570.565,101.36,102.563,-16.383,16.508,73.688,0.015,73.688,0.012,15.66,2.027,0.65,-1.706,0.286,-4.427e-6,-0.63,-0.007,79.183,0.017,2589,261,0.287,0.003,9.796,84.8,63.5,2.708,0,17.722,0.61,0.333,0.207,0.07,0.611,0.066,0.179,1.807e-4,0,0,0,0,-5.601e-6,4.311,8.802,903.9,336.633,0.307,7.569e6,7.9,50,0.05,0.073,0.012
4.987,575.198,100.61,101.808,-16.332,16.419,74.404,0.015,74.404,0.012,15.571,1.69,0.65,-1.706,0.172,-2.445e-6,2.464,-1.503e-4,79.125,0.017,2589,261,0.287,0.003,9.796,84.9,63.5,2.719,0,17.43,0.61,0.334,0.207,0.07,0.61,0.038,0.102,4.834e-5,0,0,0,0,9.052e-5,4.063,8.772,903.4,336.615,0.305,7.508e6,7.9,50,0.046,0.073,0.012
5.037,580.208,99.795,100.991,-16.272,16.332,75.181,0.016,75.181,0.012,15.496,1.399,0.65,-1.706,0.055,2.039e-6,3.552,-0.005,78.954,0.018,2589,261,0.287,0.003,9.796,85,63.5,2.73,0,17.136,0.61,0.334,0.207,0.069,0.61,0.011,0.031,-2.539e-4,0,0,0,0,1.954e-4,4.041,8.739,902.9,336.595,0.302,7.444e6,7.9,50,0.05,0.074,0.012
5.087,585.178,98.982,100.178,-16.23,16.263,75.954,0.016,75.954,0.012,15.436,1.035,0.65,-1.706,0.115,-4.758e-5,-3.438,0.017,78.782,0.019,2589,261,0.287,0.003,9.796,84.9,63.5,2.724,0,16.846,0.61,0.334,0.207,0.069,0.61,0.023,0.064,-1.595e-4,0,0,0,0,-1.884e-4,3.99,8.707,902.3,336.575,0.3,7.382e6,7.9,50,0.05,0.075,0.012
5.137,590.107,98.172,99.371,-16.177,16.194,76.725,0.016,76.725,0.012,15.393,0.73,0.65,-1.706,0.229,-2.804e-5,-1.146,0.012,78.667,0.02,2589,261,0.287,0.003,9.796,84.8,63.5,2.712,0,16.557,0.61,0.334,0.207,0.069,0.61,0.052,0.142,-1.819e-4,0,0,0,0,-2.041e-5,3.834,8.675,901.8,336.556,0.297,7.318e6,7.9,50,0.05,0.075,0.012
5.187,594.995,97.366,98.569,-16.009,16.042,77.494,0.017,77.494,0.012,15.353,1.038,0.65,-1.706,0.115,-2.001e-5,1.432,-0.001,78.667,0.02,2589,261,0.287,0.003,9.796,84.9,63.5,2.725,0,16.286,0.609,0.334,0.206,0.069,0.609,0.021,0.056,-2.113e-4,0,0,0,0,3.233e-5,3.967,8.643,901.2,336.537,0.295,7.258e6,7.9,50,0.05,0.075,0.012
5.237,599.843,96.57,97.774,-15.838,15.897,78.26,0.017,78.26,0.012,15.291,1.363,0.65,-1.706,0.057,-1.978e-5,-1.261,0.007,78.782,0.02,2589,261,0.287,0.003,9.796,84.9,63.5,2.727,0,16.018,0.609,0.334,0.206,0.069,0.609,0.014,0.039,1.678e-4,0,0,0,0,-2.628e-5,4.045,8.612,900.7,336.517,0.293,7.198e6,7.9,50,0.05,0.076,0.011
5.287,604.652,95.783,96.984,-15.685,15.768,79.023,0.017,79.023,0.013,15.215,1.622,0.65,-1.706,0.229,-2.104e-5,0.286,0.003,78.782,0.02,2589,261,0.287,0.003,9.796,84.9,63.5,2.715,0,15.758,0.609,0.334,0.206,0.069,0.609,0.043,0.118,-1.509e-5,0,0,0,0,1.184e-6,4.142,8.58,900.1,336.499,0.29,7.139e6,7.9,50,0.05,0.076,0.011
5.337,609.422,95.001,96.199,-15.578,15.665,79.781,0.018,79.781,0.013,15.132,1.643,0.65,-1.706,0.229,-2.07e-5,2.922,0.006,78.724,0.019,2589,261,0.287,0.003,9.796,84.8,63.5,2.713,0,15.501,0.609,0.334,0.206,0.069,0.609,0.048,0.128,-2.9e-4,0,0,0,0,1.464e-4,4.241,8.549,899.6,336.48,0.288,7.081e6,7.9,50,0.05,0.076,0.011
5.387,614.152,94.224,95.419,-15.526,15.588,80.536,0.018,80.536,0.013,15.054,1.393,0.65,-1.706,0.115,-9.712e-6,4.927,0.01,78.495,0.018,2589,261,0.287,0.003,9.796,84.9,63.5,2.722,0,15.242,0.608,0.334,0.206,0.069,0.608,0.022,0.059,-2.552e-4,0,0,0,0,4.167e-4,4.294,8.519,899.1,336.461,0.286,7.022e6,7.9,50,0.05,0.077,0.011
5.437,618.844,93.448,94.644,-15.498,15.533,81.287,0.018,81.287,0.013,14.994,1.04,0.65,-1.706,0.057,-1.906e-5,-5.042,0.024,78.209,0.018,2589,261,0.287,0.003,9.796,84.9,63.5,2.724,0,14.988,0.608,0.334,0.206,0.069,0.608,0.016,0.044,-2.741e-5,0,0,0,0,-4.484e-4,4.321,8.488,898.5,336.443,0.284,6.964e6,7.9,50,0.05,0.077,0.011
5.487,623.497,92.675,93.872,-15.441,15.464,82.035,0.019,82.035,0.013,14.949,0.858,0.65,-1.706,0.172,-2.511e-6,-3.552,0.002,78.037,0.018,2589,261,0.287,0.003,9.796,84.9,63.5,2.716,0,14.744,0.608,0.334,0.205,0.069,0.608,0.037,0.099,9.768e-6,0,0,0,0,-2.219e-4,4.415,8.458,898.1,336.424,0.281,6.907e6,7.9,50,0.05,0.078,0.011
5.537,628.112,91.905,93.106,-15.33,15.359,82.782,0.019,82.782,0.013,14.905,0.94,0.65,-1.706,0.115,-1.432e-5,-1.776,0.002,77.865,0.019,2589,261,0.287,0.003,9.796,84.9,63.5,2.719,0,14.508,0.608,0.334,0.205,0.069,0.608,0.027,0.074,5.623e-5,0,0,0,0,-5.782e-5,4.597,8.428,897.6,336.406,0.279,6.851e6,7.9,50,0.05,0.078,0.011
5.587,632.688,91.142,92.344,-15.211,15.248,83.526,0.019,83.526,0.013,14.855,1.062,0.65,-1.706,0.057,-1.866e-5,-0.859,0.006,77.808,0.021,2589,261,0.287,0.003,9.796,84.9,63.5,2.725,0,14.271,0.608,0.334,0.205,0.068,0.608,0.013,0.034,4.87e-4,0,0,0,0,-1.325e-5,4.708,8.398,897.1,336.388,0.277,6.795e6,7.9,50,0.05,0.078,0.011
5.637,637.226,90.384,91.587,-15.096,15.14,84.267,0.02,84.267,0.013,14.799,1.157,0.65,-1.706,6.95e-4,-1.475e-5,0.286,-0.401,77.808,0.022,2589,261,0.287,0.003,9.796,85,63.5,2.73,0,14.033,0.607,0.334,0.205,0.068,0.607,1.444e-4,2.003e-4,-4.195e-4,0,0,0,0,1.833e-6,4.747,8.369,896.6,336.37,0.275,6.739e6,7.9,50,0.05,0.079,0.011
5.687,641.726,89.631,90.836,-15.01,15.051,85.006,0.02,85.006,0.013,14.741,1.113,0.65,-1.706,0.014,-2.064e-5,-0.573,-0.003,77.75,0.021,2589,261,0.287,0.003,9.796,85,63.5,2.728,0,13.791,0.607,0.334,0.205,0.068,0.607,0.003,0.008,2.826e-5,0,0,0,0,-5.641e-6,4.656,8.339,896.1,336.353,0.273,6.68e6,7.9,50,0.05,0.079,0.011
5.737,646.189,88.883,90.088,-14.945,14.976,85.741,0.02,85.741,0.014,14.689,0.964,0.65,-1.706,0.115,-1.867e-5,-0.023,-0.008,77.75,0.02,2589,261,0.287,0.003,9.796,84.9,63.5,2.721,0,13.545,0.607,0.334,0.205,0.068,0.607,0.018,0.05,1.196e-4,0,0,0,0,-1.012e-8,4.444,8.31,895.6,336.335,0.27,6.621e6,7.9,50,0.05,0.08,0.011
5.787,650.615,88.138,89.346,-14.818,14.861,86.475,0.021,86.475,0.014,14.639,1.139,0.65,-1.706,0.023,-1.996e-5,-0.63,-0.006,77.75,0.018,2589,261,0.287,0.003,9.796,84.9,63.5,2.727,0,13.319,0.607,0.334,0.205,0.068,0.607,0.005,0.013,-2.532e-4,0,0,0,0,-7.166e-6,4.49,8.282,895.2,336.317,0.268,6.566e6,7.9,50,0.05,0.085,0.01
5.837,655.003,87.4,88.608,-14.724,14.769,87.205,0.021,87.205,0.014,14.579,1.151,0.65,-1.706,0.042,-1.788e-5,0.056,0.008,77.808,0.017,2589,261,0.287,0.003,9.796,84.9,63.5,2.725,0,13.088,0.607,0.334,0.204,0.068,0.607,0.009,0.024,-3.747e-4,0,0,0,0,6.272e-8,4.401,8.253,894.7,336.3,0.266,6.509e6,7.9,50,0.05,0.085,0.01
5.887,659.355,86.666,87.874,-14.649,14.688,87.933,0.021,87.933,0.014,14.524,1.072,0.65,-1.706,0.007,-1.827e-5,0.172,0.013,77.808,0.017,2589,261,0.287,0.003,9.796,85,63.5,2.727,0,12.856,0.607,0.334,0.204,0.068,0.607,0.001,0.004,3.723e-4,0,0,0,0,7.216e-7,4.243,8.225,894.2,336.283,0.264,6.451e6,7.9,50,0.05,0.085,0.01
5.937,663.67,85.936,87.145,-14.532,14.584,88.658,0.022,88.658,0.014,14.468,1.225,0.65,-1.706,0.115,-1.689e-5,0.516,-0.009,77.75,0.02,2589,261,0.287,0.003,9.796,84.9,63.5,2.718,0,12.644,0.606,0.334,0.204,0.068,0.606,0.023,0.062,3.395e-4,0,0,0,0,5.731e-6,4.333,8.197,893.8,336.266,0.262,6.397e6,7.9,50,0.05,0.086,0.01
5.987,667.949,85.212,86.421,-14.448,14.5,89.379,0.022,89.379,0.014,14.405,1.221,0.65,-1.706,0.115,-3.26e-5,1.833,-0.023,77.693,0.023,2589,261,0.287,0.003,9.796,84.9,63.5,2.717,0,12.43,0.606,0.334,0.204,0.068,0.606,0.024,0.067,3.443e-4,0,0,0,0,7.249e-5,4.347,8.169,893.3,336.249,0.259,6.343e6,7.9,50,0.05,0.086,0.01
6.037,672.191,84.492,85.7,-14.358,14.414,90.098,0.022,90.098,0.014,14.343,1.261,0.65,-1.706,0.172,-1.908e-5,2.865,-0.035,77.578,0.026,2589,261,0.287,0.003,9.796,84.9,63.5,2.714,0,12.226,0.606,0.334,0.204,0.068,0.606,0.031,0.084,-3.065e-4,0,0,0,0,1.757e-4,4.479,8.141,892.9,336.233,0.257,6.291e6,7.9,50,0.05,0.087,0.01
6.087,676.398,83.775,84.984,-14.306,14.35,90.814,0.023,90.814,0.014,14.283,1.129,0.65,-1.706,0.057,1.069e-6,4.068,-0.057,77.407,0.027,2589,261,0.287,0.003,9.796,84.9,63.5,2.721,0,12.02,0.606,0.334,0.204,0.068,0.606,0.014,0.039,1.441e-4,0,0,0,0,3.573e-4,4.532,8.114,892.4,336.216,0.255,6.238e6,7.9,50,0.05,0.087,0.01
6.137,680.569,83.061,84.271,-14.253,14.289,91.526,0.023,91.526,0.014,14.23,1.008,0.65,-1.706,0.009,-2.741e-6,-4.183,-0.516,77.177,0.026,2589,261,0.287,0.003,9.796,84.9,63.5,2.726,0,11.82,0.606,0.334,0.204,0.068,0.606,0.002,0.005,-3.032e-4,0,0,0,0,-3.817e-4,4.623,8.087,892,336.2,0.253,6.186e6,7.9,50,0.05,0.087,0.01
6.187,684.704,82.349,83.562,-14.25,14.265,92.237,0.023,92.237,0.015,14.187,0.662,0.65,-1.706,0.229,-2.019e-5,-3.38,-0.013,77.006,0.024,2589,261,0.287,0.003,9.796,84.8,63.5,2.706,0,11.609,0.606,0.335,0.203,0.068,0.606,0.049,0.134,3.646e-4,0,0,0,0,-2.576e-4,4.454,8.06,891.5,336.183,0.251,6.13e6,7.9,50,0.05,0.088,0.01
6.237,688.803,81.638,82.856,-14.171,14.187,92.945,0.024,92.945,0.015,14.157,0.666,0.65,-1.706,0.229,-1.576e-5,-0.974,-0.014,76.891,0.021,2589,261,0.287,0.003,9.796,84.8,63.5,2.706,0,11.412,0.605,0.335,0.203,0.067,0.605,0.048,0.13,3.136e-4,0,0,0,0,-2.142e-5,4.491,8.033,891.1,336.167,0.249,6.078e6,7.9,50,0.05,0.088,0.01
6.287,692.868,80.932,82.154,-14.065,14.087,93.652,0.024,93.652,0.015,14.12,0.79,0.65,-1.706,0.115,-2.09e-5,0.401,-0.004,76.891,0.019,2589,261,0.287,0.003,9.796,84.8,63.5,2.714,0,11.217,0.605,0.335,0.203,0.067,0.605,0.029,0.079,1.837e-5,0,0,0,0,3.882e-6,4.528,8.007,890.7,336.151,0.247,6.026e6,7.9,50,0.05,0.088,0.01
6.337,696.897,80.231,81.457,-13.954,13.985,94.357,0.025,94.357,0.015,14.077,0.932,0.65,-1.706,0.028,-1.926e-5,1.146,-0.034,76.948,0.019,2589,261,0.287,0.003,9.796,84.9,63.5,2.723,0,11.021,0.605,0.335,0.203,0.067,0.605,0.006,0.016,3.277e-4,0,0,0,0,3.024e-5,4.506,7.981,890.2,336.135,0.245,5.974e6,7.9,50,0.05,0.089,0.01
6.387,700.891,79.536,80.764,-13.881,13.91,95.06,0.025,95.06,0.015,14.03,0.901,0.65,-1.706,0.035,-1.499e-5,1.261,-0.011,77.006,0.02,2589,261,0.287,0.003,9.796,84.9,63.5,2.722,0,10.818,0.605,0.335,0.203,0.067,0.605,0.007,0.019,-4.155e-4,0,0,0,0,3.722e-5,4.289,7.955,889.8,336.119,0.243,5.918e6,7.9,50,0.05,0.089,0.009
6.437,704.85,78.843,80.074,-13.844,13.862,95.76,0.025,95.76,0.015,13.99,0.691,0.65,-1.706,0.172,-2.229e-5,2.005,0.009,77.063,0.023,2589,261,0.287,0.003,9.796,84.8,63.5,2.71,0,10.605,0.605,0.335,0.203,0.067,0.605,0.035,0.096,1.955e-4,0,0,0,0,9.796e-5,3.851,7.929,889.4,336.104,0.241,5.86e6,7.9,50,0.05,0.09,0.009
6.487,708.775,78.153,79.389,-13.701,13.738,96.459,0.026,96.459,0.015,13.951,1.002,0.65,-1.706,0.057,-2.747e-6,-2.922,-0.006,77.177,0.026,2589,261,0.287,0.003,9.796,84.9,63.5,2.718,0,10.423,0.605,0.335,0.203,0.067,0.605,0.016,0.043,2.934e-4,0,0,0,0,-2.096e-4,3.907,7.903,889,336.088,0.239,5.81e6,7.9,50,0.05,0.09,0.009
6.537,712.666,77.472,78.708,-13.57,13.63,97.155,0.026,97.155,0.015,13.892,1.277,0.65,-1.706,0.286,-1.216e-5,-1.089,-0.006,77.292,0.028,2589,261,0.287,0.003,9.796,84.7,63.5,2.699,0,10.249,0.604,0.335,0.203,0.067,0.605,0.062,0.168,3.88e-4,0,0,0,0,-3.13e-5,3.99,7.878,888.6,336.073,0.237,5.76e6,7.9,50,0.05,0.09,0.009
6.587,716.522,76.796,78.03,-13.494,13.556,97.848,0.026,97.848,0.015,13.826,1.298,0.65,-1.706,0.344,-1.934e-5,1.318,-0.009,77.292,0.029,2589,261,0.287,0.003,9.796,84.7,63.5,2.696,0,10.068,0.604,0.335,0.202,0.067,0.604,0.069,0.186,1.496e-4,0,0,0,0,4.428e-5,3.943,7.853,888.2,336.058,0.235,5.709e6,7.9,50,0.05,0.091,0.009
6.637,720.345,76.122,77.356,-13.473,13.514,98.538,0.027,98.538,0.016,13.766,1.057,0.65,-1.706,0.172,-1.585e-5,3.209,-0.011,77.177,0.029,2589,261,0.287,0.003,9.796,84.8,63.5,2.71,0,9.878,0.604,0.335,0.202,0.067,0.604,0.033,0.089,-2.802e-4,0,0,0,0,2.696e-4,3.765,7.828,887.8,336.043,0.232,5.656e6,7.9,50,0.05,0.091,0.009
6.687,724.135,75.449,76.686,-13.433,13.465,99.225,0.027,99.225,0.016,13.718,0.928,0.65,-1.706,0.057,-2.888e-5,3.782,-0.005,77.006,0.027,2589,261,0.287,0.003,9.796,84.9,63.5,2.718,0,9.705,0.604,0.335,0.202,0.067,0.604,0.013,0.034,1.935e-4,0,0,0,0,3.82e-4,3.775,7.804,887.3,336.028,0.23,5.606e6,7.9,50,0.05,0.091,0.009
6.737,727.89,74.777,76.018,-13.465,13.473,99.91,0.028,99.91,0.016,13.681,0.467,0.65,-1.706,0.286,-1.91e-5,-3.323,-0.002,76.834,0.025,2589,261,0.287,0.003,9.796,84.7,63.5,2.697,0,9.515,0.604,0.335,0.202,0.067,0.604,0.064,0.173,1.677e-4,0,0,0,0,-3.033e-4,3.407,7.779,887,336.013,0.228,5.55e6,7.9,50,0.05,0.092,0.009
6.787,731.612,74.104,75.353,-13.407,13.414,100.593,0.028,100.593,0.016,13.662,0.428,0.65,-1.706,0.344,-1.639e-5,-0.516,0.001,76.719,0.023,2589,261,0.287,0.003,9.796,84.7,63.5,2.694,0,9.345,0.604,0.335,0.202,0.067,0.604,0.07,0.189,-4.993e-4,0,0,0,0,-7.376e-6,3.361,7.755,886.6,335.998,0.226,5.5e6,7.9,50,0.05,0.092,0.009
6.837,735.301,73.437,74.692,-13.292,13.308,101.276,0.028,101.276,0.016,13.636,0.643,0.65,-1.706,0.172,-1.642e-5,1.031,3.845e-4,76.719,0.024,2589,261,0.287,0.003,9.796,84.8,63.5,2.709,0,9.182,0.603,0.335,0.202,0.067,0.604,0.031,0.085,-3.233e-4,0,0,0,0,2.949e-5,3.475,7.731,886.2,335.984,0.224,5.453e6,7.9,50,0.05,0.092,0.009
6.887,738.956,72.776,74.034,-13.144,13.183,101.957,0.029,101.957,0.016,13.594,1.024,0.65,-1.706,0.172,-1.667e-5,-1.031,-0.01,76.776,0.025,2589,261,0.287,0.003,9.796,84.8,63.5,2.706,0,9.034,0.603,0.335,0.202,0.067,0.603,0.039,0.105,4.202e-4,0,0,0,0,-3.019e-5,3.737,7.707,885.8,335.97,0.223,5.409e6,7.9,50,0.05,0.093,0.009
6.937,742.578,72.121,73.381,-13.042,13.097,102.635,0.029,102.635,0.016,13.537,1.199,0.65,-1.706,0.344,-1.908e-5,0.974,-0.007,76.834,0.027,2589,261,0.287,0.003,9.796,84.7,63.5,2.692,0,8.881,0.603,0.335,0.202,0.067,0.603,0.074,0.198,4.547e-4,0,0,0,0,2.903e-5,3.851,7.684,885.4,335.955,0.221,5.362e6,7.9,50,0.05,0.093,0.009
6.987,746.168,71.471,72.73,-12.956,13.023,103.31,0.03,103.31,0.016,13.474,1.314,0.65,-1.706,0.458,-4.326e-6,3.495,-0.008,76.719,0.029,2589,261,0.287,0.003,9.796,84.6,63.5,2.682,0,8.736,0.603,0.335,0.202,0.067,0.603,0.097,0.26,-4.495e-4,0,0,0,0,3.65e-4,4.047,7.66,885,335.941,0.219,5.317e6,7.9,50,0.05,0.093,0.009
7.037,749.726,70.824,72.083,-12.949,12.993,103.982,0.03,103.982,0.017,13.412,1.065,0.65,-1.706,0.229,-2.929e-5,6.131,-0.016,76.433,0.029,2589,261,0.287,0.003,9.796,84.7,63.5,2.7,0,8.572,0.603,0.335,0.201,0.066,0.603,0.053,0.141,2.555e-4,0,0,0,0,0.001,3.995,7.637,884.6,335.927,0.217,5.268e6,7.9,50,0.05,0.094,0.008
